3339,"GAZ SERENITY",12734,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-04 15:12"
3339,"GAZ SERENITY",12734,"DA RADA A ORMEGGIO",20,"2018-01-08 14:25"
3339,"GAZ SERENITY",12734,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 03:45"
3339,"GAZ SERENITY",12734,"NAVE FUORI VISTA",26,"2018-01-10 04:30"
3339,"GAZ SERENITY",12734,"ORMEGGIO NAVE",17,"2018-01-08 16:06"
3340,"ZELIHA K",13974,"ANCORAGGIO IN RADA",16,"2018-01-04 16:45"
3340,"ZELIHA K",13974,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-04 16:45"
3340,"ZELIHA K",13974,"DA RADA A ORMEGGIO",20,"2018-01-05 09:25"
3340,"ZELIHA K",13974,"DISORMEGGIO PER PARTENZA",23,"2018-01-08 19:15"
3340,"ZELIHA K",13974,"NAVE FUORI VISTA",26,"2018-01-08 18:15"
3341,"DVINA",13979,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-04 20:50"
3341,"DVINA",13979,"DISORMEGGIO PER PARTENZA",23,"2018-01-06 17:50"
3341,"DVINA",13979,"NAVE FUORI VISTA",26,"2018-01-06 18:25"
3341,"DVINA",13979,"NAVE IN ENTRATA",14,"2018-01-05 04:20"
3341,"DVINA",13979,"ORMEGGIO NAVE",17,"2018-01-05 05:45"
3342,"FIDES",13072,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-04 22:48"
3342,"FIDES",13072,"DISORMEGGIO PER PARTENZA",23,"2018-01-05 14:06"
3342,"FIDES",13072,"NAVE FUORI VISTA",26,"2018-01-05 14:05"
3342,"FIDES",13072,"NAVE IN ENTRATA",14,"2018-01-04 23:15"
3342,"FIDES",13072,"ORMEGGIO NAVE",17,"2018-01-05 00:20"
3343,"IEVOLI GREY",13585,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-03 18:00"
3343,"IEVOLI GREY",13585,"DISORMEGGIO PER PARTENZA",23,"2018-01-04 16:00"
3343,"IEVOLI GREY",13585,"NAVE FUORI VISTA",26,"2018-01-04 16:00"
3343,"IEVOLI GREY",13585,"NAVE IN ENTRATA",14,"2018-01-03 18:10"
3343,"IEVOLI GREY",13585,"ORMEGGIO NAVE",17,"2018-01-03 18:30"
3345,"ENRICO IEVOLI",8134,"ANCORAGGIO IN RADA",16,"2018-01-04 18:00"
3345,"ENRICO IEVOLI",8134,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-04 17:30"
3345,"ENRICO IEVOLI",8134,"DA RADA A ORMEGGIO",20,"2018-01-05 09:20"
3345,"ENRICO IEVOLI",8134,"DISORMEGGIO PER PARTENZA",23,"2018-01-05 15:54"
3345,"ENRICO IEVOLI",8134,"NAVE FUORI VISTA",26,"2018-01-05 16:48"
3357,"PLACID SEA",13940,"ANCORAGGIO IN RADA",16,"2018-01-04 15:35"
3357,"PLACID SEA",13940,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-04 15:00"
3357,"PLACID SEA",13940,"DA ORMEGGIO A ORMEGGIO",18,"2018-01-17 21:40"
3357,"PLACID SEA",13940,"DA RADA A ORMEGGIO",20,"2018-01-05 13:15"
3357,"PLACID SEA",13940,"DISORMEGGIO PER PARTENZA",23,"2018-01-19 10:52"
3357,"PLACID SEA",13940,"NAVE FUORI VISTA",26,"2018-01-19 11:55"
3381,"SYN ZAURA",8880,"ANCORAGGIO IN RADA",16,"2018-01-04 18:06"
3381,"SYN ZAURA",8880,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-04 17:42"
3381,"SYN ZAURA",8880,"DA RADA A ORMEGGIO",20,"2018-01-05 06:45"
3381,"SYN ZAURA",8880,"DISORMEGGIO PER PARTENZA",23,"2018-01-06 01:10"
3381,"SYN ZAURA",8880,"NAVE FUORI VISTA",26,"2018-01-06 01:40"
3384,"VOLGO-BALT 230",13518,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-05 06:00"
3384,"VOLGO-BALT 230",13518,"DISORMEGGIO PER PARTENZA",23,"2018-01-05 17:45"
3384,"VOLGO-BALT 230",13518,"NAVE FUORI VISTA",26,"2018-01-05 18:30"
3384,"VOLGO-BALT 230",13518,"NAVE IN ENTRATA",14,"2018-01-05 09:45"
3384,"VOLGO-BALT 230",13518,"ORMEGGIO NAVE",17,"2018-01-05 11:00"
3385,"BRAVO V",13987,"ANCORAGGIO IN RADA",16,"2018-01-05 13:30"
3385,"BRAVO V",13987,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-05 13:30"
3385,"BRAVO V",13987,"DA ORMEGGIO A ORMEGGIO",18,"2018-01-09 18:45"
3385,"BRAVO V",13987,"DA RADA A ORMEGGIO",20,"2018-01-06 14:30"
3385,"BRAVO V",13987,"DISORMEGGIO PER PARTENZA",23,"2018-01-12 10:45"
3385,"BRAVO V",13987,"NAVE FUORI VISTA",26,"2018-01-12 12:05"
3386,"BRODOSPAS BETA",13730,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-05 07:30"
3386,"BRODOSPAS BETA",13730,"DISORMEGGIO PER PARTENZA",23,"2018-01-05 19:30"
3386,"BRODOSPAS BETA",13730,"NAVE FUORI VISTA",26,"2018-01-05 19:55"
3386,"BRODOSPAS BETA",13730,"NAVE IN ENTRATA",14,"2018-01-05 08:05"
3386,"BRODOSPAS BETA",13730,"ORMEGGIO NAVE",17,"2018-01-05 08:30"
3387,"IEVOLI AMBER",13577,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-05 06:30"
3387,"IEVOLI AMBER",13577,"DA ORMEGGIO A ORMEGGIO",18,"2018-01-05 12:10"
3387,"IEVOLI AMBER",13577,"DISORMEGGIO PER PARTENZA",23,"2018-01-05 20:00"
3387,"IEVOLI AMBER",13577,"NAVE FUORI VISTA",26,"2018-01-05 20:25"
3387,"IEVOLI AMBER",13577,"NAVE IN ENTRATA",14,"2018-01-05 06:40"
3387,"IEVOLI AMBER",13577,"ORMEGGIO NAVE",17,"2018-01-05 07:10"
3388,"DIEGO",10036,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 06:06"
3388,"DIEGO",10036,"DISORMEGGIO PER PARTENZA",23,"2018-01-07 01:00"
3388,"DIEGO",10036,"NAVE FUORI VISTA",26,"2018-01-07 01:10"
3388,"DIEGO",10036,"NAVE IN ENTRATA",14,"2018-01-06 07:40"
3388,"DIEGO",10036,"ORMEGGIO NAVE",17,"2018-01-06 08:18"
3390,"GENC Z",13959,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-05 04:00"
3390,"GENC Z",13959,"DISORMEGGIO PER PARTENZA",23,"2018-01-05 18:40"
3390,"GENC Z",13959,"NAVE FUORI VISTA",26,"2018-01-05 19:25"
3390,"GENC Z",13959,"NAVE IN ENTRATA",14,"2018-01-05 09:20"
3390,"GENC Z",13959,"ORMEGGIO NAVE",17,"2018-01-05 10:10"
3414,"FEDERAL YUKINA",13991,"ANCORAGGIO IN RADA",16,"2018-01-06 09:36"
3414,"FEDERAL YUKINA",13991,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 09:36"
3414,"FEDERAL YUKINA",13991,"DA ORMEGGIO A ORMEGGIO",18,"2018-01-11 00:10"
3414,"FEDERAL YUKINA",13991,"DA RADA A ORMEGGIO",20,"2018-01-08 12:30"
3414,"FEDERAL YUKINA",13991,"DISORMEGGIO PER PARTENZA",23,"2018-01-16 21:06"
3414,"FEDERAL YUKINA",13991,"NAVE FUORI VISTA",26,"2018-01-16 21:50"
3415,"ARAL",13368,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 09:00"
3415,"ARAL",13368,"DISORMEGGIO PER PARTENZA",23,"2018-01-08 14:06"
3415,"ARAL",13368,"NAVE FUORI VISTA",26,"2018-01-08 15:25"
3415,"ARAL",13368,"NAVE IN ENTRATA",14,"2018-01-06 10:30"
3415,"ARAL",13368,"ORMEGGIO NAVE",17,"2018-01-06 11:50"
3416,"VICTORIA C",13993,"ANCORAGGIO IN RADA",16,"2018-01-06 07:30"
3416,"VICTORIA C",13993,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 07:15"
3416,"VICTORIA C",13993,"DA RADA A ORMEGGIO",20,"2018-01-13 10:30"
3416,"VICTORIA C",13993,"DISORMEGGIO PER PARTENZA",23,"2018-01-17 13:00"
3416,"VICTORIA C",13993,"NAVE FUORI VISTA",26,"2018-01-17 13:15"
3417,"FEDERAL RIDEAU",13992,"ANCORAGGIO IN RADA",16,"2018-01-06 07:45"
3417,"FEDERAL RIDEAU",13992,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 07:45"
3417,"FEDERAL RIDEAU",13992,"DA RADA A ORMEGGIO",20,"2018-01-10 09:15"
3417,"FEDERAL RIDEAU",13992,"DISORMEGGIO PER PARTENZA",23,"2018-01-12 12:50"
3417,"FEDERAL RIDEAU",13992,"NAVE FUORI VISTA",26,"2018-01-12 13:55"
3418,"DRACO",11737,"ANCORAGGIO IN RADA",16,"2018-01-06 08:10"
3418,"DRACO",11737,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 08:00"
3418,"DRACO",11737,"DA RADA A ORMEGGIO",20,"2018-01-08 14:05"
3418,"DRACO",11737,"DISORMEGGIO PER PARTENZA",23,"2018-01-11 13:27"
3418,"DRACO",11737,"NAVE FUORI VISTA",26,"2018-01-11 14:15"
3418,"DRACO",11737,"ORMEGGIO NAVE",17,"2018-01-08 15:45"
3419,"SENATA",13994,"ANCORAGGIO IN RADA",16,"2018-01-06 12:00"
3419,"SENATA",13994,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 11:00"
3419,"SENATA",13994,"DA RADA A ORMEGGIO",20,"2018-01-08 17:15"
3419,"SENATA",13994,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 15:20"
3419,"SENATA",13994,"NAVE FUORI VISTA",26,"2018-01-10 15:55"
3419,"SENATA",13994,"ORMEGGIO NAVE",17,"2018-01-08 18:15"
3420,"CORONA BOREALE",12497,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 15:00"
3420,"CORONA BOREALE",12497,"DISORMEGGIO PER PARTENZA",23,"2018-01-08 09:35"
3420,"CORONA BOREALE",12497,"NAVE FUORI VISTA",26,"2018-01-08 10:15"
3420,"CORONA BOREALE",12497,"NAVE IN ENTRATA",14,"2018-01-06 15:30"
3420,"CORONA BOREALE",12497,"ORMEGGIO NAVE",17,"2018-01-06 16:30"
3421,"CETI",13704,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 15:00"
3421,"CETI",13704,"DISORMEGGIO PER PARTENZA",23,"2018-01-08 09:35"
3421,"CETI",13704,"NAVE FUORI VISTA",26,"2018-01-08 10:15"
3421,"CETI",13704,"NAVE IN ENTRATA",14,"2018-01-06 15:30"
3421,"CETI",13704,"ORMEGGIO NAVE",17,"2018-01-06 16:30"
3423,"HAYA",13282,"ANCORAGGIO IN RADA",16,"2018-01-06 21:45"
3423,"HAYA",13282,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 21:00"
3423,"HAYA",13282,"DA RADA A ORMEGGIO",20,"2018-01-11 18:05"
3423,"HAYA",13282,"DISORMEGGIO PER PARTENZA",23,"2018-01-14 11:05"
3423,"HAYA",13282,"NAVE FUORI VISTA",26,"2018-01-14 11:55"
3458,"LOUISE BORCHARD",13106,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-05 19:00"
3458,"LOUISE BORCHARD",13106,"DISORMEGGIO PER PARTENZA",23,"2018-01-06 10:30"
3458,"LOUISE BORCHARD",13106,"NAVE FUORI VISTA",26,"2018-01-06 11:42"
3458,"LOUISE BORCHARD",13106,"NAVE IN ENTRATA",14,"2018-01-05 20:40"
3458,"LOUISE BORCHARD",13106,"ORMEGGIO NAVE",17,"2018-01-05 21:45"
3460,"PRINCE JOY",14006,"ANCORAGGIO IN RADA",16,"2018-01-05 21:40"
3460,"PRINCE JOY",14006,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-05 21:30"
3460,"PRINCE JOY",14006,"NAVE FUORI VISTA",26,"2018-01-11 15:10"
3460,"PRINCE JOY",14006,"PARTENZA DA RADA",25,"2018-01-11 15:10"
3473,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 15:00"
3473,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2018-01-07 13:00"
3473,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2018-01-07 13:40"
3473,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2018-01-06 15:10"
3473,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2018-01-06 15:45"
3474,"BREB COURAGEOUS",13995,"ANCORAGGIO IN RADA",16,"2018-01-06 21:30"
3474,"BREB COURAGEOUS",13995,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-06 21:00"
3474,"BREB COURAGEOUS",13995,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 21:00"
3474,"BREB COURAGEOUS",13995,"DA RADA A ORMEGGIO",20,"2018-01-08 17:25"
3474,"BREB COURAGEOUS",13995,"DISORMEGGIO PER PARTENZA",23,"2018-01-09 17:20"
3474,"BREB COURAGEOUS",13995,"NAVE FUORI VISTA",26,"2018-01-09 17:55"
3474,"BREB COURAGEOUS",13995,"ORMEGGIO NAVE",17,"2018-01-08 19:00"
3475,"OCCITAN KEY",13996,"ANCORAGGIO IN RADA",16,"2018-01-07 03:30"
3475,"OCCITAN KEY",13996,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-07 02:00"
3475,"OCCITAN KEY",13996,"DA RADA A ORMEGGIO",20,"2018-01-08 22:30"
3475,"OCCITAN KEY",13996,"DISORMEGGIO PER PARTENZA",23,"2018-01-11 14:12"
3475,"OCCITAN KEY",13996,"NAVE FUORI VISTA",26,"2018-01-11 14:45"
3475,"OCCITAN KEY",13996,"ORMEGGIO NAVE",17,"2018-01-08 23:30"
3476,"HIDALGA",10610,"ANCORAGGIO IN RADA",16,"2018-01-07 20:36"
3476,"HIDALGA",10610,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-07 20:00"
3476,"HIDALGA",10610,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 20:00"
3476,"HIDALGA",10610,"DA RADA A ORMEGGIO",20,"2018-01-08 11:20"
3476,"HIDALGA",10610,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 07:48"
3476,"HIDALGA",10610,"NAVE FUORI VISTA",26,"2018-01-10 08:25"
3477,"CORONA AUSTRALE",13151,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-07 20:30"
3477,"CORONA AUSTRALE",13151,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 00:15"
3477,"CORONA AUSTRALE",13151,"NAVE FUORI VISTA",26,"2018-01-10 00:50"
3477,"CORONA AUSTRALE",13151,"NAVE IN ENTRATA",14,"2018-01-07 21:35"
3477,"CORONA AUSTRALE",13151,"ORMEGGIO NAVE",17,"2018-01-07 22:42"
3477,"CORONA AUSTRALE",13151,"ORMEGGIO NAVE",17,"2018-01-07 22:45"
3477,"CORONA AUSTRALE",13151,"ORMEGGIO NAVE",17,"2018-01-08 22:45"
3478,"VEGA I",14011,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-07 20:30"
3478,"VEGA I",14011,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 00:15"
3478,"VEGA I",14011,"NAVE FUORI VISTA",26,"2018-01-10 00:50"
3478,"VEGA I",14011,"NAVE IN ENTRATA",14,"2018-01-08 21:35"
3478,"VEGA I",14011,"ORMEGGIO NAVE",17,"2018-01-07 22:42"
3478,"VEGA I",14011,"ORMEGGIO NAVE",17,"2018-01-07 22:45"
3483,"BF CATANIA",13054,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 05:30"
3483,"BF CATANIA",13054,"DISORMEGGIO PER PARTENZA",23,"2018-01-08 19:24"
3483,"BF CATANIA",13054,"NAVE FUORI VISTA",26,"2018-01-08 20:12"
3483,"BF CATANIA",13054,"NAVE IN ENTRATA",14,"2018-01-08 08:05"
3483,"BF CATANIA",13054,"ORMEGGIO NAVE",17,"2018-01-08 09:12"
3484,"ARMADA EXPLORER",13671,"ANCORAGGIO IN RADA",16,"2018-01-08 07:52"
3484,"ARMADA EXPLORER",13671,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 06:30"
3484,"ARMADA EXPLORER",13671,"DA RADA A ORMEGGIO",20,"2018-01-08 10:50"
3484,"ARMADA EXPLORER",13671,"DISORMEGGIO PER PARTENZA",23,"2018-01-11 13:15"
3484,"ARMADA EXPLORER",13671,"NAVE FUORI VISTA",26,"2018-01-11 13:56"
3485,"A.OBELIX",13163,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 09:30"
3485,"A.OBELIX",13163,"DISORMEGGIO PER PARTENZA",23,"2018-01-09 06:45"
3485,"A.OBELIX",13163,"NAVE FUORI VISTA",26,"2018-01-09 08:06"
3485,"A.OBELIX",13163,"NAVE IN ENTRATA",14,"2018-01-08 11:10"
3485,"A.OBELIX",13163,"ORMEGGIO NAVE",17,"2018-01-08 12:00"
3486,"WILSON NANTES",13997,"ANCORAGGIO IN RADA",16,"2018-01-08 08:20"
3486,"WILSON NANTES",13997,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 07:00"
3486,"WILSON NANTES",13997,"DA RADA A ORMEGGIO",20,"2018-01-08 12:45"
3486,"WILSON NANTES",13997,"DISORMEGGIO PER PARTENZA",23,"2018-01-09 23:15"
3486,"WILSON NANTES",13997,"NAVE FUORI VISTA",26,"2018-01-09 23:40"
3487,"VILESH RIVER",13998,"ANCORAGGIO IN RADA",16,"2018-01-08 08:20"
3487,"VILESH RIVER",13998,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 06:30"
3487,"VILESH RIVER",13998,"DA RADA A ORMEGGIO",20,"2018-01-08 13:00"
3487,"VILESH RIVER",13998,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 15:10"
3487,"VILESH RIVER",13998,"NAVE FUORI VISTA",26,"2018-01-10 15:35"
3488,"MSC ELBE",13141,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 05:06"
3488,"MSC ELBE",13141,"DISORMEGGIO PER PARTENZA",23,"2018-01-09 00:01"
3488,"MSC ELBE",13141,"NAVE FUORI VISTA",26,"2018-01-09 02:30"
3488,"MSC ELBE",13141,"NAVE IN ENTRATA",14,"2018-01-08 11:00"
3488,"MSC ELBE",13141,"ORMEGGIO NAVE",17,"2018-01-08 12:06"
3489,"SYN ACRAB",13943,"ANCORAGGIO IN RADA",16,"2018-01-08 13:12"
3489,"SYN ACRAB",13943,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 12:42"
3489,"SYN ACRAB",13943,"DA RADA A ORMEGGIO",20,"2018-01-10 04:55"
3489,"SYN ACRAB",13943,"DISORMEGGIO PER PARTENZA",23,"2018-01-11 11:06"
3489,"SYN ACRAB",13943,"NAVE FUORI VISTA",26,"2018-01-11 12:00"
3490,"MARYLAND",13231,"ANCORAGGIO IN RADA",16,"2018-01-08 15:45"
3490,"MARYLAND",13231,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 05:30"
3490,"MARYLAND",13231,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 15:30"
3490,"MARYLAND",13231,"DISORMEGGIO PER PARTENZA",23,"2018-01-13 18:35"
3490,"MARYLAND",13231,"NAVE FUORI VISTA",26,"2018-01-13 19:10"
3490,"MARYLAND",13231,"NAVE IN ENTRATA",14,"2018-01-09 08:50"
3490,"MARYLAND",13231,"ORMEGGIO NAVE",17,"2018-01-09 10:00"
3491,"IEVOLI BLUE",10100,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-07 15:20"
3491,"IEVOLI BLUE",10100,"DISORMEGGIO PER PARTENZA",23,"2018-01-08 19:05"
3491,"IEVOLI BLUE",10100,"NAVE FUORI VISTA",26,"2018-01-08 19:20"
3491,"IEVOLI BLUE",10100,"NAVE IN ENTRATA",14,"2018-01-07 15:35"
3491,"IEVOLI BLUE",10100,"ORMEGGIO NAVE",17,"2018-01-07 16:00"
3492,"IEVOLI GREY",13585,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-07 16:15"
3492,"IEVOLI GREY",13585,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 06:35"
3492,"IEVOLI GREY",13585,"NAVE FUORI VISTA",26,"2018-01-10 07:00"
3492,"IEVOLI GREY",13585,"NAVE IN ENTRATA",14,"2018-01-07 16:30"
3492,"IEVOLI GREY",13585,"ORMEGGIO NAVE",17,"2018-01-07 17:00"
3498,"BRODOSPAS ALFA",11465,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 09:40"
3498,"BRODOSPAS ALFA",11465,"DISORMEGGIO PER PARTENZA",23,"2018-01-09 18:00"
3498,"BRODOSPAS ALFA",11465,"NAVE FUORI VISTA",26,"2018-01-09 18:30"
3498,"BRODOSPAS ALFA",11465,"NAVE IN ENTRATA",14,"2018-01-08 09:45"
3498,"BRODOSPAS ALFA",11465,"ORMEGGIO NAVE",17,"2018-01-08 10:15"
3499,"LADA",14016,"ANCORAGGIO IN RADA",16,"2018-01-08 11:15"
3499,"LADA",14016,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 11:15"
3499,"LADA",14016,"DISORMEGGIO PER PARTENZA",23,"2018-01-11 14:30"
3499,"LADA",14016,"NAVE FUORI VISTA",26,"2018-01-11 15:36"
3499,"LADA",14016,"NAVE IN ENTRATA",14,"2018-01-08 17:00"
3499,"LADA",14016,"ORMEGGIO NAVE",17,"2018-01-08 18:00"
3516,"ARINDA JOY",13700,"ANCORAGGIO IN RADA",16,"2018-01-16 17:50"
3516,"ARINDA JOY",13700,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-16 17:50"
3516,"ARINDA JOY",13700,"NAVE FUORI VISTA",26,"2018-01-18 15:30"
3516,"ARINDA JOY",13700,"PARTENZA DA RADA",25,"2018-01-18 15:30"
3517,"ALBERTA AMORETTI",8133,"ANCORAGGIO IN RADA",16,"2018-01-08 17:42"
3517,"ALBERTA AMORETTI",8133,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-08 17:30"
3517,"ALBERTA AMORETTI",8133,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 07:36"
3517,"ALBERTA AMORETTI",8133,"NAVE FUORI VISTA",26,"2018-01-10 08:35"
3517,"ALBERTA AMORETTI",8133,"NAVE IN ENTRATA",14,"2018-01-09 08:40"
3517,"ALBERTA AMORETTI",8133,"ORMEGGIO NAVE",17,"2018-01-09 10:12"
3536,"MANDO",13034,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 06:30"
3536,"MANDO",13034,"DISORMEGGIO PER PARTENZA",23,"2018-01-10 22:36"
3536,"MANDO",13034,"NAVE FUORI VISTA",26,"2018-01-09 23:50"
3536,"MANDO",13034,"NAVE IN ENTRATA",14,"2018-01-09 07:05"
3536,"MANDO",13034,"ORMEGGIO NAVE",17,"2018-01-09 08:05"
3537,"NING YUE HAI",13875,"ANCORAGGIO IN RADA",16,"2018-01-09 04:50"
3537,"NING YUE HAI",13875,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 04:50"
3537,"NING YUE HAI",13875,"DA RADA A ORMEGGIO",20,"2018-01-12 11:20"
3537,"NING YUE HAI",13875,"DISORMEGGIO PER PARTENZA",23,"2018-01-12 21:25"
3537,"NING YUE HAI",13875,"NAVE FUORI VISTA",26,"2018-01-12 22:45"
3538,"EUROCARGO SICILIA",10955,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 07:50"
3538,"EUROCARGO SICILIA",10955,"DISORMEGGIO PER PARTENZA",23,"2018-01-09 21:30"
3538,"EUROCARGO SICILIA",10955,"NAVE FUORI VISTA",26,"2018-01-09 22:20"
3538,"EUROCARGO SICILIA",10955,"NAVE IN ENTRATA",14,"2018-01-09 08:25"
3538,"EUROCARGO SICILIA",10955,"ORMEGGIO NAVE",17,"2018-01-09 09:15"
3539,"OMMAX ",14021,"ANCORAGGIO IN RADA",16,"2018-01-09 03:30"
3539,"OMMAX ",14021,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 03:30"
3539,"OMMAX ",14021,"DA RADA A ORMEGGIO",20,"2018-01-11 16:05"
3539,"OMMAX ",14021,"DISORMEGGIO PER PARTENZA",23,"2018-01-12 21:10"
3539,"OMMAX ",14021,"NAVE FUORI VISTA",26,"2018-01-12 21:40"
3540,"THORCO BASILISK",13931,"ANCORAGGIO IN RADA",16,"2018-01-09 10:10"
3540,"THORCO BASILISK",13931,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 10:10"
3540,"THORCO BASILISK",13931,"DA ORMEGGIO A ORMEGGIO",18,"2018-01-17 09:29"
3540,"THORCO BASILISK",13931,"DA ORMEGGIO A ORMEGGIO",18,"2018-01-20 13:10"
3540,"THORCO BASILISK",13931,"DA RADA A ORMEGGIO",20,"2018-01-14 11:25"
3540,"THORCO BASILISK",13931,"DISORMEGGIO PER PARTENZA",23,"2018-01-25 00:20"
3540,"THORCO BASILISK",13931,"NAVE FUORI VISTA",26,"2018-01-25 01:30"
3542,"KAPITAN SHYRIAGIN ",14022,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 11:15"
3542,"KAPITAN SHYRIAGIN ",14022,"DISORMEGGIO PER PARTENZA",23,"2018-01-11 14:50"
3542,"KAPITAN SHYRIAGIN ",14022,"NAVE FUORI VISTA",26,"2018-01-11 15:20"
3542,"KAPITAN SHYRIAGIN ",14022,"NAVE IN ENTRATA",14,"2018-01-09 12:10"
3542,"KAPITAN SHYRIAGIN ",14022,"ORMEGGIO NAVE",17,"2018-01-09 13:10"
3543,"KALELI ANA ",14023,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 11:30"
3543,"KALELI ANA ",14023,"DISORMEGGIO PER PARTENZA",23,"2018-01-11 14:50"
3543,"KALELI ANA ",14023,"NAVE FUORI VISTA",26,"2018-01-11 15:25"
3543,"KALELI ANA ",14023,"NAVE IN ENTRATA",14,"2018-01-09 12:35"
3543,"KALELI ANA ",14023,"ORMEGGIO NAVE",17,"2018-01-09 13:40"
3543,"KALELI ANA ",14023,"ORMEGGIO NAVE",17,"2018-01-09 13:45"
3549,"ILYAS EFENDIYEV ",14024,"ANCORAGGIO IN RADA",16,"2018-01-09 14:15"
3549,"ILYAS EFENDIYEV ",14024,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 14:15"
3549,"ILYAS EFENDIYEV ",14024,"DA RADA A ORMEGGIO",20,"2018-01-18 06:50"
3549,"ILYAS EFENDIYEV ",14024,"DISORMEGGIO PER PARTENZA",23,"2018-01-24 09:45"
3549,"ILYAS EFENDIYEV ",14024,"NAVE FUORI VISTA",26,"2018-01-24 10:30"
3551,"JAOHAR RAVENNA",13476,"ANCORAGGIO IN RADA",16,"2018-01-10 10:40"
3551,"JAOHAR RAVENNA",13476,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-10 10:40"
3551,"JAOHAR RAVENNA",13476,"NAVE FUORI VISTA",26,"2018-01-11 17:15"
3551,"JAOHAR RAVENNA",13476,"PARTENZA DA RADA",25,"2018-01-11 17:15"
3552,"ANTARES ",14025,"ANCORAGGIO IN RADA",16,"2018-01-09 16:15"
3552,"ANTARES ",14025,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-01-09 16:15"
