18705,"SEA LADY",16301,"ORMEGGIO NAVE",17,"2019-04-12 08:24"
18706,"AZALEA GALAXY",15244,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-12 05:42"
18706,"AZALEA GALAXY",15244,"DISORMEGGIO PER PARTENZA",23,"2019-04-12 18:36"
18706,"AZALEA GALAXY",15244,"NAVE FUORI VISTA",26,"2019-04-12 18:55"
18706,"AZALEA GALAXY",15244,"NAVE IN ENTRATA",14,"2019-04-12 08:40"
18706,"AZALEA GALAXY",15244,"ORMEGGIO NAVE",17,"2019-04-12 09:36"
18719,"ANA",14785,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-12 10:30"
18719,"ANA",14785,"DISORMEGGIO PER PARTENZA",23,"2019-04-13 15:10"
18719,"ANA",14785,"NAVE FUORI VISTA",26,"2019-04-13 15:40"
18719,"ANA",14785,"ORMEGGIO NAVE",17,"2019-04-12 11:50"
18722,"MOVEON",15878,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-12 17:48"
18722,"MOVEON",15878,"DISORMEGGIO PER PARTENZA",23,"2019-04-13 00:05"
18722,"MOVEON",15878,"NAVE FUORI VISTA",26,"2019-04-13 00:55"
18722,"MOVEON",15878,"NAVE IN ENTRATA",14,"2019-04-12 18:05"
18722,"MOVEON",15878,"ORMEGGIO NAVE",17,"2019-04-12 19:00"
18724,"SYN ZOSMA",14902,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-12 18:24"
18724,"SYN ZOSMA",14902,"DISORMEGGIO PER PARTENZA",23,"2019-04-13 16:42"
18724,"SYN ZOSMA",14902,"NAVE FUORI VISTA",26,"2019-04-13 17:15"
18724,"SYN ZOSMA",14902,"NAVE IN ENTRATA",14,"2019-04-12 19:15"
18724,"SYN ZOSMA",14902,"ORMEGGIO NAVE",17,"2019-04-12 20:54"
18725,"CHEMSTAR JEWEL",16393,"ANCORAGGIO IN RADA",16,"2019-04-12 19:40"
18725,"CHEMSTAR JEWEL",16393,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-12 18:45"
18725,"CHEMSTAR JEWEL",16393,"DA RADA A ORMEGGIO",20,"2019-04-13 06:45"
18725,"CHEMSTAR JEWEL",16393,"DISORMEGGIO PER PARTENZA",23,"2019-04-15 05:10"
18725,"CHEMSTAR JEWEL",16393,"NAVE FUORI VISTA",26,"2019-04-15 05:25"
18733,"TIARA",16390,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-12 22:20"
18733,"TIARA",16390,"DISORMEGGIO PER PARTENZA",23,"2019-04-13 11:50"
18733,"TIARA",16390,"NAVE FUORI VISTA",26,"2019-04-13 12:40"
18733,"TIARA",16390,"NAVE IN ENTRATA",14,"2019-04-12 23:00"
18733,"TIARA",16390,"ORMEGGIO NAVE",17,"2019-04-12 23:45"
18734,"MSC ANAHITA",13851,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-13 04:08"
18734,"MSC ANAHITA",13851,"DISORMEGGIO PER PARTENZA",23,"2019-04-14 09:12"
18734,"MSC ANAHITA",13851,"NAVE FUORI VISTA",26,"2019-04-14 10:05"
18734,"MSC ANAHITA",13851,"NAVE IN ENTRATA",14,"2019-04-13 04:40"
18734,"MSC ANAHITA",13851,"ORMEGGIO NAVE",17,"2019-04-13 06:08"
18738,"FAIRLANE",16397,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-13 07:30"
18738,"FAIRLANE",16397,"DISORMEGGIO PER PARTENZA",23,"2019-04-13 20:45"
18738,"FAIRLANE",16397,"NAVE FUORI VISTA",26,"2019-04-13 21:40"
18738,"FAIRLANE",16397,"NAVE IN ENTRATA",14,"2019-04-13 08:10"
18738,"FAIRLANE",16397,"ORMEGGIO NAVE",17,"2019-04-13 09:30"
18743,"MSC ELBE",13141,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-13 10:00"
18743,"MSC ELBE",13141,"DISORMEGGIO PER PARTENZA",23,"2019-04-14 12:00"
18743,"MSC ELBE",13141,"NAVE FUORI VISTA",26,"2019-04-14 12:45"
18743,"MSC ELBE",13141,"NAVE IN ENTRATA",14,"2019-04-13 10:15"
18743,"MSC ELBE",13141,"ORMEGGIO NAVE",17,"2019-04-13 11:42"
18753,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-13 14:00"
18753,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2019-04-14 10:00"
18753,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2019-04-14 10:30"
18753,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2019-04-13 14:20"
18753,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2019-04-13 15:05"
18763,"LUCY BORCHARD",13230,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-14 06:30"
18763,"LUCY BORCHARD",13230,"DISORMEGGIO PER PARTENZA",23,"2019-04-14 21:40"
18763,"LUCY BORCHARD",13230,"NAVE FUORI VISTA",26,"2019-04-14 22:25"
18763,"LUCY BORCHARD",13230,"NAVE IN ENTRATA",14,"2019-04-14 07:05"
18763,"LUCY BORCHARD",13230,"ORMEGGIO NAVE",17,"2019-04-14 08:15"
18764,"AGIOS RAFAIL",15659,"ANCORAGGIO IN RADA",16,"2019-04-13 23:40"
18764,"AGIOS RAFAIL",15659,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-13 23:20"
18764,"AGIOS RAFAIL",15659,"DA RADA A ORMEGGIO",20,"2019-04-15 06:15"
18764,"AGIOS RAFAIL",15659,"DISORMEGGIO PER PARTENZA",23,"2019-04-15 17:25"
18764,"AGIOS RAFAIL",15659,"NAVE FUORI VISTA",26,"2019-04-15 18:15"
18765,"MIKA",13688,"ANCORAGGIO IN RADA",16,"2019-04-14 06:30"
18765,"MIKA",13688,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-14 06:30"
18765,"MIKA",13688,"DA RADA A ORMEGGIO",20,"2019-04-15 05:50"
18765,"MIKA",13688,"DISORMEGGIO PER PARTENZA",23,"2019-04-16 14:10"
18765,"MIKA",13688,"NAVE FUORI VISTA",26,"2019-04-16 15:00"
18769,"LINGEDIJK",16401,"ANCORAGGIO IN RADA",16,"2019-04-14 08:00"
18769,"LINGEDIJK",16401,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-14 08:00"
18769,"LINGEDIJK",16401,"DA RADA A ORMEGGIO",20,"2019-04-15 05:15"
18769,"LINGEDIJK",16401,"DISORMEGGIO PER PARTENZA",23,"2019-04-17 19:40"
18769,"LINGEDIJK",16401,"NAVE FUORI VISTA",26,"2019-04-17 20:15"
18778,"ARMONIA",15154,"ANCORAGGIO IN RADA",16,"2019-04-14 15:40"
18778,"ARMONIA",15154,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-14 15:20"
18778,"ARMONIA",15154,"DA RADA A ORMEGGIO",20,"2019-04-15 13:40"
18778,"ARMONIA",15154,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 13:50"
18778,"ARMONIA",15154,"NAVE FUORI VISTA",26,"2019-04-18 15:00"
18788,"MSC MARYLENA",13234,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 04:00"
18788,"MSC MARYLENA",13234,"DISORMEGGIO PER PARTENZA",23,"2019-04-15 19:12"
18788,"MSC MARYLENA",13234,"NAVE FUORI VISTA",26,"2019-04-15 20:15"
18788,"MSC MARYLENA",13234,"NAVE IN ENTRATA",14,"2019-04-15 07:05"
18788,"MSC MARYLENA",13234,"ORMEGGIO NAVE",17,"2019-04-15 08:36"
18789,"MELIGUNIS M",13120,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-14 22:00"
18789,"MELIGUNIS M",13120,"DISORMEGGIO PER PARTENZA",23,"2019-04-15 20:42"
18789,"MELIGUNIS M",13120,"NAVE FUORI VISTA",26,"2019-04-15 21:25"
18789,"MELIGUNIS M",13120,"NAVE IN ENTRATA",14,"2019-04-14 22:45"
18789,"MELIGUNIS M",13120,"ORMEGGIO NAVE",17,"2019-04-14 23:55"
18790,"BRODOSPAS BETA",13730,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 07:06"
18790,"BRODOSPAS BETA",13730,"DISORMEGGIO PER PARTENZA",23,"2019-04-16 05:50"
18790,"BRODOSPAS BETA",13730,"NAVE FUORI VISTA",26,"2019-04-16 06:12"
18790,"BRODOSPAS BETA",13730,"NAVE IN ENTRATA",14,"2019-04-15 07:15"
18790,"BRODOSPAS BETA",13730,"ORMEGGIO NAVE",17,"2019-04-15 07:45"
18791,"PGC TAORMINA",14349,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 06:00"
18791,"PGC TAORMINA",14349,"DISORMEGGIO PER PARTENZA",23,"2019-04-16 11:48"
18791,"PGC TAORMINA",14349,"NAVE FUORI VISTA",26,"2019-04-16 12:20"
18791,"PGC TAORMINA",14349,"NAVE IN ENTRATA",14,"2019-04-15 08:05"
18791,"PGC TAORMINA",14349,"ORMEGGIO NAVE",17,"2019-04-15 09:00"
18792,"GAZ VICTORY",9487,"ANCORAGGIO IN RADA",16,"2019-04-15 07:30"
18792,"GAZ VICTORY",9487,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 07:30"
18792,"GAZ VICTORY",9487,"DA RADA A ORMEGGIO",20,"2019-04-19 09:54"
18792,"GAZ VICTORY",9487,"DISORMEGGIO PER PARTENZA",23,"2019-04-20 18:36"
18792,"GAZ VICTORY",9487,"NAVE FUORI VISTA",26,"2019-04-20 19:10"
18793,"JOY M",16402,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 09:00"
18793,"JOY M",16402,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 19:35"
18793,"JOY M",16402,"NAVE FUORI VISTA",26,"2019-04-18 20:25"
18793,"JOY M",16402,"NAVE IN ENTRATA",14,"2019-04-15 11:15"
18793,"JOY M",16402,"ORMEGGIO NAVE",17,"2019-04-15 12:24"
18794,"MAMTA",14050,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 09:55"
18794,"MAMTA",14050,"DISORMEGGIO PER PARTENZA",23,"2019-04-15 17:40"
18794,"MAMTA",14050,"NAVE FUORI VISTA",26,"2019-04-15 18:00"
18794,"MAMTA",14050,"NAVE IN ENTRATA",14,"2019-04-15 10:00"
18794,"MAMTA",14050,"ORMEGGIO NAVE",17,"2019-04-15 10:55"
18805,"FEDERAL DANUBE",16403,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 14:00"
18805,"FEDERAL DANUBE",16403,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 01:15"
18805,"FEDERAL DANUBE",16403,"NAVE FUORI VISTA",26,"2019-04-18 02:15"
18805,"FEDERAL DANUBE",16403,"NAVE IN ENTRATA",14,"2019-04-15 14:40"
18805,"FEDERAL DANUBE",16403,"ORMEGGIO NAVE",17,"2019-04-15 15:42"
18813,"GRANDE ITALIA",13111,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 15:36"
18813,"GRANDE ITALIA",13111,"DISORMEGGIO PER PARTENZA",23,"2019-04-16 08:26"
18813,"GRANDE ITALIA",13111,"NAVE FUORI VISTA",26,"2019-04-16 09:05"
18813,"GRANDE ITALIA",13111,"NAVE IN ENTRATA",14,"2019-04-15 16:10"
18813,"GRANDE ITALIA",13111,"ORMEGGIO NAVE",17,"2019-04-15 17:30"
18815,"HYPSAS",8806,"ANCORAGGIO IN RADA",16,"2019-04-15 17:00"
18815,"HYPSAS",8806,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 17:00"
18815,"HYPSAS",8806,"NAVE FUORI VISTA",26,"2019-04-16 13:10"
18815,"HYPSAS",8806,"PARTENZA DA RADA",25,"2019-04-16 13:00"
18816,"GOLIA",16378,"ANCORAGGIO IN RADA",16,"2019-04-15 17:00"
18816,"GOLIA",16378,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 17:00"
18816,"GOLIA",16378,"NAVE FUORI VISTA",26,"2019-04-16 13:10"
18816,"GOLIA",16378,"PARTENZA DA RADA",25,"2019-04-16 13:00"
18822,"PAPUA",14494,"ANCORAGGIO IN RADA",16,"2019-04-15 22:20"
18822,"PAPUA",14494,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 21:45"
18822,"PAPUA",14494,"DA RADA A ORMEGGIO",20,"2019-04-16 05:40"
18822,"PAPUA",14494,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 13:05"
18822,"PAPUA",14494,"NAVE FUORI VISTA",26,"2019-04-19 14:00"
18823,"BANDIRMA",13719,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 06:00"
18823,"BANDIRMA",13719,"DISORMEGGIO PER PARTENZA",23,"2019-04-17 01:12"
18823,"BANDIRMA",13719,"NAVE FUORI VISTA",26,"2019-04-17 01:30"
18823,"BANDIRMA",13719,"NAVE IN ENTRATA",14,"2019-04-16 07:20"
18823,"BANDIRMA",13719,"ORMEGGIO NAVE",17,"2019-04-16 08:10"
18824,"PANFORCE",16097,"ANCORAGGIO IN RADA",16,"2019-04-16 00:18"
18824,"PANFORCE",16097,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-15 23:24"
18824,"PANFORCE",16097,"DA RADA A ORMEGGIO",20,"2019-04-16 07:24"
18824,"PANFORCE",16097,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 21:32"
18824,"PANFORCE",16097,"NAVE FUORI VISTA",26,"2019-04-19 22:00"
18825,"BRODOSPAS ALFA",11465,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 06:45"
18825,"BRODOSPAS ALFA",11465,"DISORMEGGIO PER PARTENZA",23,"2019-04-16 18:30"
18825,"BRODOSPAS ALFA",11465,"NAVE FUORI VISTA",26,"2019-04-16 18:55"
18825,"BRODOSPAS ALFA",11465,"NAVE IN ENTRATA",14,"2019-04-16 07:15"
18825,"BRODOSPAS ALFA",11465,"ORMEGGIO NAVE",17,"2019-04-16 07:40"
18827,"ARETHUSA",13536,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 07:15"
18827,"ARETHUSA",13536,"DISORMEGGIO PER PARTENZA",23,"2019-04-16 22:10"
18827,"ARETHUSA",13536,"NAVE FUORI VISTA",26,"2019-04-16 22:30"
18827,"ARETHUSA",13536,"NAVE IN ENTRATA",14,"2019-04-16 07:25"
18827,"ARETHUSA",13536,"ORMEGGIO NAVE",17,"2019-04-16 07:45"
18830,"MASSIMO MURA",12393,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 09:35"
18830,"MASSIMO MURA",12393,"DISORMEGGIO PER PARTENZA",23,"2019-04-16 21:30"
18830,"MASSIMO MURA",12393,"NAVE FUORI VISTA",26,"2019-04-16 22:30"
18830,"MASSIMO MURA",12393,"NAVE IN ENTRATA",14,"2019-04-16 09:50"
18830,"MASSIMO MURA",12393,"ORMEGGIO NAVE",17,"2019-04-16 10:40"
18835,"VOLGA-4009",16405,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 10:30"
18835,"VOLGA-4009",16405,"DISORMEGGIO PER PARTENZA",23,"2019-04-17 19:00"
18835,"VOLGA-4009",16405,"NAVE FUORI VISTA",26,"2019-04-17 19:50"
18835,"VOLGA-4009",16405,"NAVE IN ENTRATA",14,"2019-04-16 10:55"
18835,"VOLGA-4009",16405,"ORMEGGIO NAVE",17,"2019-04-16 12:00"
18838,"ALLEGRA",13868,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 12:54"
18838,"ALLEGRA",13868,"DISORMEGGIO PER PARTENZA",23,"2019-04-17 08:18"
18838,"ALLEGRA",13868,"NAVE FUORI VISTA",26,"2019-04-17 09:20"
18838,"ALLEGRA",13868,"NAVE IN ENTRATA",14,"2019-04-16 13:45"
18838,"ALLEGRA",13868,"ORMEGGIO NAVE",17,"2019-04-16 15:30"
18839,"NARLICA",13372,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 13:00"
18839,"NARLICA",13372,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 09:03"
18839,"NARLICA",13372,"NAVE FUORI VISTA",26,"2019-04-18 09:35"
18839,"NARLICA",13372,"NAVE IN ENTRATA",14,"2019-04-16 14:20"
18839,"NARLICA",13372,"ORMEGGIO NAVE",17,"2019-04-16 14:55"
18840,"BF PHILIPP",13011,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 13:48"
18840,"BF PHILIPP",13011,"DISORMEGGIO PER PARTENZA",23,"2019-04-17 06:42"
18840,"BF PHILIPP",13011,"NAVE FUORI VISTA",26,"2019-04-17 07:55"
18840,"BF PHILIPP",13011,"NAVE IN ENTRATA",14,"2019-04-16 15:30"
18840,"BF PHILIPP",13011,"ORMEGGIO NAVE",17,"2019-04-16 16:24"
18848,"FENG DE HAI",16407,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 16:45"
18848,"FENG DE HAI",16407,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 22:35"
18848,"FENG DE HAI",16407,"NAVE FUORI VISTA",26,"2019-04-19 23:45"
18848,"FENG DE HAI",16407,"NAVE IN ENTRATA",14,"2019-04-16 17:05"
18848,"FENG DE HAI",16407,"ORMEGGIO NAVE",17,"2019-04-16 18:25"
18849,"CORONA AUSTRALE",13151,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 16:30"
18849,"CORONA AUSTRALE",13151,"DA ORMEGGIO A ORMEGGIO",18,"2019-04-18 12:38"
18849,"CORONA AUSTRALE",13151,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 21:06"
18849,"CORONA AUSTRALE",13151,"NAVE FUORI VISTA",26,"2019-04-18 22:05"
18849,"CORONA AUSTRALE",13151,"NAVE IN ENTRATA",14,"2019-04-16 17:45"
18849,"CORONA AUSTRALE",13151,"ORMEGGIO NAVE",17,"2019-04-16 18:42"
18850,"VEGA I",14011,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 16:30"
18850,"VEGA I",14011,"DA ORMEGGIO A ORMEGGIO",18,"2019-04-18 12:38"
18850,"VEGA I",14011,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 21:06"
18850,"VEGA I",14011,"NAVE FUORI VISTA",26,"2019-04-18 22:05"
18850,"VEGA I",14011,"NAVE IN ENTRATA",14,"2019-04-16 17:45"
18850,"VEGA I",14011,"ORMEGGIO NAVE",17,"2019-04-16 18:42"
18851,"CHINA SPIRIT",16406,"ANCORAGGIO IN RADA",16,"2019-04-16 19:12"
18851,"CHINA SPIRIT",16406,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-16 19:12"
18851,"CHINA SPIRIT",16406,"DA ORMEGGIO A ORMEGGIO",18,"2019-04-20 13:54"
18851,"CHINA SPIRIT",16406,"DA RADA A ORMEGGIO",20,"2019-04-17 08:24"
18851,"CHINA SPIRIT",16406,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 13:42"
18851,"CHINA SPIRIT",16406,"NAVE FUORI VISTA",26,"2019-04-24 14:35"
18857,"FLUVIUS TAVY",14549,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 04:45"
18857,"FLUVIUS TAVY",14549,"DISORMEGGIO PER PARTENZA",23,"2019-04-27 17:45"
18857,"FLUVIUS TAVY",14549,"NAVE FUORI VISTA",26,"2019-04-27 18:20"
18857,"FLUVIUS TAVY",14549,"NAVE IN ENTRATA",14,"2019-04-17 11:25"
18857,"FLUVIUS TAVY",14549,"ORMEGGIO NAVE",17,"2019-04-17 12:25"
18858,"BERGFJORD",13107,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 04:10"
18858,"BERGFJORD",13107,"DISORMEGGIO PER PARTENZA",23,"2019-04-17 18:20"
18858,"BERGFJORD",13107,"NAVE FUORI VISTA",26,"2019-04-17 18:50"
18858,"BERGFJORD",13107,"NAVE IN ENTRATA",14,"2019-04-17 06:45"
18858,"BERGFJORD",13107,"ORMEGGIO NAVE",17,"2019-04-17 07:30"
18859,"ARISTIDIS",16411,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 06:42"
18859,"ARISTIDIS",16411,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 15:24"
18859,"ARISTIDIS",16411,"NAVE FUORI VISTA",26,"2019-04-19 16:00"
18859,"ARISTIDIS",16411,"NAVE IN ENTRATA",14,"2019-04-17 07:05"
18859,"ARISTIDIS",16411,"ORMEGGIO NAVE",17,"2019-04-17 08:00"
18860,"SANTA LUCIA",13904,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 08:00"
18860,"SANTA LUCIA",13904,"DA ORMEGGIO A ORMEGGIO",18,"2019-04-18 10:07"
18860,"SANTA LUCIA",13904,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 10:30"
18860,"SANTA LUCIA",13904,"NAVE FUORI VISTA",26,"2019-04-19 11:00"
18860,"SANTA LUCIA",13904,"NAVE IN ENTRATA",14,"2019-04-17 09:45"
18860,"SANTA LUCIA",13904,"ORMEGGIO NAVE",17,"2019-04-17 10:30"
18861,"ALICUDI M",13873,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 08:00"
18861,"ALICUDI M",13873,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 08:12"
18861,"ALICUDI M",13873,"NAVE FUORI VISTA",26,"2019-04-18 09:25"
18861,"ALICUDI M",13873,"NAVE IN ENTRATA",14,"2019-04-17 09:35"
18861,"ALICUDI M",13873,"ORMEGGIO NAVE",17,"2019-04-17 11:12"
18887,"ARDMORE CHEYENNE",16370,"ANCORAGGIO IN RADA",16,"2019-04-17 17:42"
18887,"ARDMORE CHEYENNE",16370,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 17:42"
18887,"ARDMORE CHEYENNE",16370,"DA RADA A ORMEGGIO",20,"2019-04-18 09:18"
18887,"ARDMORE CHEYENNE",16370,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 13:12"
18887,"ARDMORE CHEYENNE",16370,"NAVE FUORI VISTA",26,"2019-04-19 13:25"
18890,"V AVOCET",16412,"ANCORAGGIO IN RADA",16,"2019-04-17 18:12"
18890,"V AVOCET",16412,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 18:12"
18890,"V AVOCET",16412,"DA RADA A ORMEGGIO",20,"2019-04-18 05:30"
18890,"V AVOCET",16412,"DISORMEGGIO PER PARTENZA",23,"2019-04-21 10:36"
18890,"V AVOCET",16412,"NAVE FUORI VISTA",26,"2019-04-21 11:30"
18895,"BOMAR HERMES",16289,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 22:42"
18895,"BOMAR HERMES",16289,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 19:18"
18895,"BOMAR HERMES",16289,"NAVE FUORI VISTA",26,"2019-04-19 21:05"
18895,"BOMAR HERMES",16289,"NAVE IN ENTRATA",14,"2019-04-17 23:00"
18895,"BOMAR HERMES",16289,"ORMEGGIO NAVE",17,"2019-04-18 00:05"
18896,"AMBRA",13519,"ANCORAGGIO IN RADA",16,"2019-04-17 23:50"
18896,"AMBRA",13519,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-17 23:50"
18896,"AMBRA",13519,"DA RADA A ORMEGGIO",20,"2019-04-19 10:30"
18896,"AMBRA",13519,"DISORMEGGIO PER PARTENZA",23,"2019-04-28 13:06"
18896,"AMBRA",13519,"NAVE FUORI VISTA",26,"2019-04-28 13:50"
18897,"ARETHUSA",13536,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 07:00"
18897,"ARETHUSA",13536,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 23:50"
18897,"ARETHUSA",13536,"NAVE FUORI VISTA",26,"2019-04-18 23:59"
18897,"ARETHUSA",13536,"NAVE IN ENTRATA",14,"2019-04-18 07:10"
18897,"ARETHUSA",13536,"ORMEGGIO NAVE",17,"2019-04-18 07:30"
18898,"BREMER ELENA",12630,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 07:30"
18898,"BREMER ELENA",12630,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 14:24"
18898,"BREMER ELENA",12630,"NAVE FUORI VISTA",26,"2019-04-24 15:15"
18898,"BREMER ELENA",12630,"NAVE IN ENTRATA",14,"2019-04-18 08:25"
18898,"BREMER ELENA",12630,"ORMEGGIO NAVE",17,"2019-04-18 09:20"
18904,"ASIATIC ISLAND",15092,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 08:30"
18904,"ASIATIC ISLAND",15092,"DISORMEGGIO PER PARTENZA",23,"2019-04-18 18:30"
18904,"ASIATIC ISLAND",15092,"NAVE FUORI VISTA",26,"2019-04-18 19:05"
18904,"ASIATIC ISLAND",15092,"NAVE IN ENTRATA",14,"2019-04-18 10:00"
18904,"ASIATIC ISLAND",15092,"ORMEGGIO NAVE",17,"2019-04-18 11:20"
18907,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 11:45"
18907,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 08:40"
18907,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2019-04-19 09:15"
18907,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2019-04-18 11:55"
18907,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2019-04-18 12:45"
18908,"LYNX",16416,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 06:30"
18908,"LYNX",16416,"DISORMEGGIO PER PARTENZA",23,"2019-04-21 03:18"
18908,"LYNX",16416,"NAVE FUORI VISTA",26,"2019-04-21 04:00"
18908,"LYNX",16416,"NAVE IN ENTRATA",14,"2019-04-18 14:20"
18908,"LYNX",16416,"ORMEGGIO NAVE",17,"2019-04-18 15:30"
18913,"SYN ZOSMA",14902,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 14:48"
18913,"SYN ZOSMA",14902,"DISORMEGGIO PER PARTENZA",23,"2019-04-19 12:36"
18913,"SYN ZOSMA",14902,"NAVE FUORI VISTA",26,"2019-04-19 13:15"
18913,"SYN ZOSMA",14902,"NAVE IN ENTRATA",14,"2019-04-18 15:50"
18913,"SYN ZOSMA",14902,"ORMEGGIO NAVE",17,"2019-04-18 17:00"
18914,"YM HAZAR",15255,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 15:00"
18914,"YM HAZAR",15255,"DISORMEGGIO PER PARTENZA",23,"2019-04-24 08:40"
18914,"YM HAZAR",15255,"NAVE FUORI VISTA",26,"2019-04-24 09:15"
18914,"YM HAZAR",15255,"NAVE IN ENTRATA",14,"2019-04-18 15:20"
18914,"YM HAZAR",15255,"ORMEGGIO NAVE",17,"2019-04-18 16:20"
18915,"A.P. REVELIN",16415,"ANCORAGGIO IN RADA",16,"2019-04-18 17:20"
18915,"A.P. REVELIN",16415,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 17:20"
18915,"A.P. REVELIN",16415,"DA RADA A ORMEGGIO",20,"2019-04-21 09:50"
18915,"A.P. REVELIN",16415,"DISORMEGGIO PER PARTENZA",23,"2019-04-23 12:10"
18915,"A.P. REVELIN",16415,"NAVE FUORI VISTA",26,"2019-04-23 12:50"
18923,"FT STURLA",9808,"ANCORAGGIO IN RADA",16,"2019-04-18 23:00"
18923,"FT STURLA",9808,"AVVISTAMENTO/ARRIVO NAVE",13,"2019-04-18 22:30"
18923,"FT STURLA",9808,"NAVE FUORI VISTA",26,"2019-04-19 14:00"
18923,"FT STURLA",9808,"PARTENZA DA RADA",25,"2019-04-19 13:42"
